cid;new_cid;channel_id;LANGUAGE;title;description;Provider_id;author;release_date;episode_count;play_count;sub_count;comment_count;categories;keywords;tags;rss_url;small_cover_url;big_cover_url
181869;0;829506a2877acc3121593af8d667dd16dba8f57f;FR (FR);Les Trophées PME Bougeons-Nous;"RMC organise sa 5ème édition des Trophées PME Bougeons-Nous pour mettre à l'honneur ces entreprises françaises qui emploient, innovent et créent de la richesse.
Chaque matin dans Bourdin Direct découvrez une histoire de PME qui « se bouge » !";Radio;RMC;2017-10-18 08:14:01 UTC;30;21;1;0;Reportages Culturels;Talk Radio;;http://podcast.rmc.fr/channel214/RMCInfochannel214.xml;http://is4.mzstatic.com/image/thumb/Music3/v4/ef/d8/76/efd8766c-eb04-4980-8950-5147eaf6f414/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music3/v4/ef/d8/76/efd8766c-eb04-4980-8950-5147eaf6f414/source/600x600bb.jpg
488330;0;73d2afcf8c0928e25ebed3ee01147171e4558cd8;FR (FR);Empreinte digitale;c'est le RDV connecté de Pure. Un vidéocast pour informer et décrypter la révolution digitale ;Radio;RTBF;2018-05-08 22:00:00 UTC;20;27;13;0;Technologie;Musique;evst-user-add;http://rss.rtbf.be/media/rss/audio/pu-empreinte_recent.xml;https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/26/e5/23/26e52367-c857-cec2-1f8b-40a4e1491764/source/100x100bb.jpg;https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/26/e5/23/26e52367-c857-cec2-1f8b-40a4e1491764/source/600x600bb.jpg
25075;0;6ae37674fa633750a3b87146ff6bf3ca5cb33bc3;FR (FR);Tanguy Pastureau en vidéo;Le weekend à 8h43 et 9h34, retrouvez l'actualité hebdomadaire selon la vision décalée de Tanguy Pastureau.;Radio;RTL;2016-10-16 09:12:00 UTC;100;230;10;0;Fun;Information,humour,RTL,actualité,rire,News & Politics,culture,Tanguy Pastureau;;http://www.rtl.fr/podcast/tanguy-pastureau-en-video.xml;http://is2.mzstatic.com/image/thumb/Music71/v4/12/f6/55/12f655ec-4429-77d6-2397-ead67e621108/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music71/v4/12/f6/55/12f655ec-4429-77d6-2397-ead67e621108/source/600x600bb.jpg
37868;0;a68205e2bb2b2b2b434a78d0c3e3593b460d2baa;FR (FR);A la Bonne Heure ! : Le papier du jour;"Retrouvez,la chronique ""Le Papier de Jour"" présentée, tour à tour, par Cyprien Cini, Tanguy Pastureau, Régis Mailhot, Joëlle Goron et Adeline François.";Radio;RTL;2016-08-29 10:31:00 UTC;100;74;15;0;Fun;littérature,humour,RTL,Divertissement,cinéma,culture,Stéphane Bern,théâtre,musique,spectacle,Comedy,loisirs;;http://www.rtl.fr/podcast/a-la-bonne-heure-le-billet-du-jour.xml;https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/c1/dc/71/c1dc71dd-b99a-bcf2-13f8-d36a18ff51cf/source/100x100bb.jpg;https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/c1/dc/71/c1dc71dd-b99a-bcf2-13f8-d36a18ff51cf/source/600x600bb.jpg
52070;0;90391407ae944a6232a3296de7adc819cc63d43d;FR (FR);A la bonne heure ! : Les Rumeurs du Net;"Découvrez la chronique ""Les Rumeurs du Net"", du lundi au vendredi dans l'émission A la Bonne Heure de Stéphane Bern !";Radio;RTL;2016-08-29 10:35:00 UTC;100;69;6;0;Fun;littérature,humour,RTL,Divertissement,cinéma,culture,Stéphane Bern,théâtre,musique,spectacle,Comedy,loisirs;;http://www.rtl.fr/podcast/a-la-bonne-heure-rumeurs-net.xml;https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/9e/82/8d/9e828d05-2310-51f8-edba-e1338968102d/source/100x100bb.jpg;https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/9e/82/8d/9e828d05-2310-51f8-edba-e1338968102d/source/600x600bb.jpg
36557;0;d3ea490ab4890eeee4e01fbd12b57f9f61918cf9;FR (FR);Bon Plan du Net;Du lundi au vendredi au vendredi, Charlotte Arrigoni vous trouve le bon plan du net.;Radio;RTL;2016-07-07 04:00:00 UTC;50;53;10;0;Technologie;net,internet,Charlotte Arrigoni,bons plans,Society & Culture;;http://www.rtl.fr/podcast/bon-plan-du-net.xml;http://is3.mzstatic.com/image/thumb/Music2/v4/ac/c8/75/acc8757f-857b-6c57-77ec-f3a4828a1ddb/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music2/v4/ac/c8/75/acc8757f-857b-6c57-77ec-f3a4828a1ddb/source/600x600bb.jpg
208586;0;1533f2e7adc4da93ff211227f5f280d7fa760862;FR (FR);Drôle de rencontre;Avec un regard décalé et impertinent, Cyprien Cini va à la rencontre des personnalités diverses qui ont marqué l'année.;Radio;RTL;2016-08-26 06:30:00 UTC;50;41;3;0;Portraits;Cyprien Cini,décalé,humour,rencontre,actualité,Society & Culture,personnalité;;http://www.rtl.fr/podcast/drole-de-rencontre.xml;http://is4.mzstatic.com/image/thumb/Music7/v4/c4/d7/91/c4d791b3-258e-78c6-5750-6c8b3c972f6f/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music7/v4/c4/d7/91/c4d791b3-258e-78c6-5750-6c8b3c972f6f/source/600x600bb.jpg
356039;0;2464e554503cf811c841ba3b70a4d5e7961db6a4;FR (FR);Le Grand Quiz de l'été;Avec Bruno Guillon et Caroline Diament, cet été, les auditeurs peuvent tester leur culture générale et leur sang-froid en jouant eux. Tentez de remporter de nombreux cadeaux ou 1000 euros. Pour cela, il suffit de répondre au plus grand nombre de questions... En une minute !;Radio;RTL;2017-07-11 09:30:00 UTC;30;28;24;0;Fun;nouveauté,été,Games & Hobbies,RTL,Divertissement,Bruno Guillon,jeux,Caroline Diament,Quiz;;http://www.rtl.fr/podcast/le-grand-quiz-de-l-ete.xml;http://is1.mzstatic.com/image/thumb/Music20/v4/ef/83/44/ef834405-0ca3-e2a3-6900-cce36e2b7aba/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music20/v4/ef/83/44/ef834405-0ca3-e2a3-6900-cce36e2b7aba/source/600x600bb.jpg
147367;0;1dc264fc88938a274074a0d7d04f6928d3f61a6d;FR (FR);Le Grand Studio RTL Humour en vidéo;Un samedi par mois, il vous donne rendez-vous pour une heure de rire dans Le Grand Studio RTL. Les plus grands artistes du moments et ceux de demain passent par l'émission incontournable présentée par Laurent Boyer.;Radio;RTL;2016-09-29 13:27:00 UTC;10;22;3;0;Fun;vidéo,RTL,Comedy,humour,Laurent Boyer;;http://www.rtl.fr/podcast/le-grand-studio-rtl-humour-en-video.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/9b/b3/ff/9bb3ff6f-de63-cb74-909d-3c2f6812aee4/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/9b/b3/ff/9bb3ff6f-de63-cb74-909d-3c2f6812aee4/source/600x600bb.jpg
39426;0;ebe58e82aa4caeeee053e2dbfc74a6350bb71a63;FR (FR);L'Edito d'Alain Duhamel en vidéo;Alain Duhamel, grande signature de la station, délivre son analyse du monde politique en signant l’Édito de RTL Soir à 18h33.;Radio;RTL;2016-10-12 17:20:00 UTC;122;19;4;0;Politique;Information,débat,politique,RTL,actualité,News & Politics,économie,opinion,Alain Duhamel,société;;http://www.rtl.fr/podcast/l-edito-d-alain-duhamel-en-video.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/c4/43/f5/c443f5e9-dc73-fe72-8468-5322e5569707/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/c4/43/f5/c443f5e9-dc73-fe72-8468-5322e5569707/source/600x600bb.jpg
37829;0;6f1530f2d333705f3795db8ad2b6f16900cd5067;FR (FR);A la Bonne Heure en vidéo;Entouré de chroniqueurs de talent, Stéphane Bern reçoit chaque jour, en direct et en public, une personnalité qui nourrit l’actualité, pour une heure trente de culture et de bonne humeur.Rendez-vous tous les jours de 11h à 12h30 sur RTL avec Stéphane Bern  avec au programme,  curiosité et culture, liberté de ton et bonne humeur !;Radio;RTL;2015-01-28 15:37:00 UTC;100;19;4;0;Fun;littérature,humour,RTL,Divertissement,cinéma,culture,Stéphane Bern,théâtre,musique,spectacle,Comedy,loisirs;;http://www.rtl.fr/podcast/a-la-bonne-heure-en-video.xml;http://is2.mzstatic.com/image/thumb/Music4/v4/88/33/90/88339083-b75d-b2f8-98a2-d11002eaef95/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music4/v4/88/33/90/88339083-b75d-b2f8-98a2-d11002eaef95/source/600x600bb.jpg
356475;0;731e74e51d713d54f91487e7e3a9584a983d0a9b;FR (FR);Mon Métier, ma Passion;Portrait d'artisans aux métiers insolites ou de professionnels qui exercent leurs passions. Comment une greffière se dévoue à la justice, un policier au maintien de l'ordre, un artisan se passionne pour la réparation des poupées...;Radio;RTL;2016-08-19 05:30:00 UTC;30;14;2;0;Portraits;Information,nouveauté,News & Politics;;http://www.rtl.fr/podcast/mon-metier-ma-passion.xml;http://is2.mzstatic.com/image/thumb/Music20/v4/05/8a/8e/058a8e0c-7ddf-9f77-3c07-a93e83354fb7/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music20/v4/05/8a/8e/058a8e0c-7ddf-9f77-3c07-a93e83354fb7/source/600x600bb.jpg
105782;0;103ab6930874a7fc59e30d93da1132f55445bbc9;FR (FR);Eco Ménanteau en vidéo;Christian Menanteau rejoint cette année l’équipe de RTL Petit Matin et offre tous les jours à 6h50 un tour complet de l’actualité économique aux auditeurs;Radio;RTL;2016-10-17 05:37:00 UTC;10;14;2;0;Business & éco.;Information,finance,Business,économie,actualité,Christian Ménanteau,RTL;;http://www.rtl.fr/podcast/eco-menanteau-en-video.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/46/71/c5/4671c54a-6a50-abbf-48f7-980d6f76f48b/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/46/71/c5/4671c54a-6a50-abbf-48f7-980d6f76f48b/source/600x600bb.jpg
67234;0;e789bcb45d786ee5cb7d10e1ecd3980331fb7e4c;FR (FR);L'Edito Politique en vidéo;Du lundi au vendredi à 7h20, Alba Ventura passe l’actualité politique au peigne fin et apporte son expertise des affaires publiques avec un soupçon d'impertinence et toujours quelques grammes de sourire.;Radio;RTL;2016-10-17 07:50:00 UTC;100;12;3;0;Politique;Information,débat,politique,RTL,actualité,News & Politics,Alba Ventura,économie,opinion,société;;http://www.rtl.fr/podcast/l-edito-politique-en-video.xml;http://is2.mzstatic.com/image/thumb/Music71/v4/46/c3/7f/46c37f9a-1ec1-4265-d07e-3ff55796e392/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music71/v4/46/c3/7f/46c37f9a-1ec1-4265-d07e-3ff55796e392/source/600x600bb.jpg
41050;0;927226a3aca3f5b9153b41530819a5a0297a3592;FR (FR);Le jeu de 6h10;"Retrouvez Le jeu de 6h10 dans l'émission ""Bruno dans la radio"" sur Fun Radio";Radio;RTL;2017-01-30 06:44:00 UTC;10;11;9;0;Fun;Comedy,bruno,bruno dans la radio;;http://www.funradio.fr/podcast/le-jeu-de-6h10.xml;http://is4.mzstatic.com/image/thumb/Music71/v4/c0/25/46/c0254605-ec4d-9256-832a-f82d684795ba/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music71/v4/c0/25/46/c0254605-ec4d-9256-832a-f82d684795ba/source/600x600bb.jpg
23920;0;63fe73bd160fc4f0a442d07e2c2d03e43cdf6963;FR (FR);C'est sur le net;Du lundi au vendredi à 06h16, Cyprien Cini suit l'actualité du web. Il vous révèle ce qui fait le buzz sur la toile.;Radio;RTL;2016-07-06 04:30:00 UTC;100;10;12;0;Fun;Information,humour,Society & Culture,RTL,buzz,culture,web,internet,vidéo,insolite;;http://www.rtl.fr/podcast/c-est-sur-le-net.xml;http://is3.mzstatic.com/image/thumb/Music7/v4/8c/b2/2c/8cb22cc6-e823-e7ec-29ce-db8afab790ec/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music7/v4/8c/b2/2c/8cb22cc6-e823-e7ec-29ce-db8afab790ec/source/600x600bb.jpg
97250;0;c0674157b28dd4b08acd6602695146f9225c6e16;FR (FR);Le Grand Studio RTL en vidéo;Le samedi à 15h, c'est Grand Studio RTL. Passage obligé des plus grandes stars mais aussi des artistes en devenir. Au programme : musique live et interviews. Avec cette année encore la promesse de moments d’exception, rares et privilégiés.;Radio;RTL;2016-05-20 15:44:00 UTC;10;8;1;0;Reportages Culturels;Eric Jean-Jean,RTL,Divertissement,Music,musique,vidéo;;http://www.rtl.fr/podcast/le-grand-studio-rtl-en-video.xml;https://is2-ssl.mzstatic.com/image/thumb/Music71/v4/74/62/e6/7462e65d-2007-7dce-7a45-c1fc78bfe4e9/source/100x100bb.jpg;https://is2-ssl.mzstatic.com/image/thumb/Music71/v4/74/62/e6/7462e65d-2007-7dce-7a45-c1fc78bfe4e9/source/600x600bb.jpg
361467;0;346789aa853cbc94c944b1e04f0c79d642f0ae2d;FR (FR);Questions de Confiance;Sept personnalités politiques se sont prêtées à une série de questions étonnantes et parfois intimes tirées au sort parmi une cinquantaine. Le but : dévoiler leurs personnalités et leurs ambitions avouées ou pas. Surprenant.;Radio;RTL;2016-08-20 07:30:00 UTC;6;7;1;0;Portraits;politique,nouveauté,actualités,News & Politics;;http://www.rtl.fr/podcast/questions-de-confiance.xml;http://is2.mzstatic.com/image/thumb/Music18/v4/28/5c/00/285c002d-d171-82c1-7248-3aed67d96b29/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music18/v4/28/5c/00/285c002d-d171-82c1-7248-3aed67d96b29/source/600x600bb.jpg
97936;0;d5f004bb2427742dfb7daf7c28259743ae9d337f;FR (FR);Chemins d'écrivains;Chaque Dimanche, Bernard Lehut part à la rencontre d'un écrivain. Ensemble, ils parcourent sa carrière et nous livrent les petits secrets qui font les grands Hommes.;Radio;RTL;2016-08-21 11:10:00 UTC;39;5;5;0;Littérature;Information,livre,Society & Culture,Divertissement,histoire,écrivain,écriture;;http://www.rtl.fr/podcast/chemins-d-ecrivains.xml;http://is4.mzstatic.com/image/thumb/Music6/v4/3f/ee/48/3fee4841-904d-b161-ded6-426d0ac1cd3d/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music6/v4/3f/ee/48/3fee4841-904d-b161-ded6-426d0ac1cd3d/source/600x600bb.jpg
252889;0;65b01072498aa610c672aeeaf09cd4832deff5e0;FR (FR);Saveurs d'été;Le week-end à 8h45, le service Qualité de la Vie vous fait découvrir les produits de notre terroir afin d'agrémenter vos repas de vacances;Radio;RTL;2015-08-16 07:00:00 UTC;12;4;2;0;Gastronomie;été,actualité,Society & Culture;;http://www.rtl.fr/podcast/saveurs-d-ete.xml;http://is2.mzstatic.com/image/thumb/Music7/v4/4c/d0/b4/4cd0b44c-1044-5580-aea0-b7e2fee36e81/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music7/v4/4c/d0/b4/4cd0b44c-1044-5580-aea0-b7e2fee36e81/source/600x600bb.jpg
105831;0;1a105338889e29e39693bace587134e4a76edeba;FR (FR);La Télé du soir;Du lundi au vendredi à 6h25, Isabelle Morini-Bosc vous conseille sur le programme TV du soir.;Radio;RTL;2016-08-24 16:35:00 UTC;10;2;9;0;TV & Film;Information,télévision,TV & Film,culture,télé,Isabelle Morini-Bosc;;http://www.rtl.fr/podcast/la-tele-du-soir.xml;https://is5-ssl.mzstatic.com/image/thumb/Music/v4/26/84/2a/26842aa4-4bcb-41a0-5661-22ff412ab776/source/100x100bb.jpg;https://is5-ssl.mzstatic.com/image/thumb/Music/v4/26/84/2a/26842aa4-4bcb-41a0-5661-22ff412ab776/source/600x600bb.jpg
37833;0;9c4b7b2eb6dcefb417e2e6b5c485f1cecc37fcff;FR (FR);Drôle de semaine;Les samedi et dimanche de 13h30 à 14h, Jade vous fait revivre tous les moments drôles de l'antenne RTL de la semaine.;Radio;RTL;2016-07-09 12:00:00 UTC;50;2;4;0;Fun;Comedy;;http://www.rtl.fr/podcast/drole-de-semaine.xml;http://is2.mzstatic.com/image/thumb/Music7/v4/c5/6b/9c/c56b9cfc-246c-0b44-de69-18fe85a8ca52/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music7/v4/c5/6b/9c/c56b9cfc-246c-0b44-de69-18fe85a8ca52/source/600x600bb.jpg
85249;0;05420380ca37bc7666dfe959730d13570e717478;FR (FR);A la bonne heure ! : La question imposée à poser;La question imposée à poser à l'invité de Stéphane Bern chaque jour dans A la bonne Heure.;Radio;RTL;2016-07-01 10:32:00 UTC;50;2;3;0;Fun;interview,RTL,Divertissement,Comedy,Stéphane Bern;;http://www.rtl.fr/podcast/a-la-bonne-heure-la-question-imposee-a-poser.xml;http://is4.mzstatic.com/image/thumb/Music69/v4/38/4f/ee/384feeef-6893-9ad6-89b1-3efb9857f849/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music69/v4/38/4f/ee/384feeef-6893-9ad6-89b1-3efb9857f849/source/600x600bb.jpg
211123;0;665f0b8947eed078bddb2087df8d59c45eb6602f;FR (FR);Le premier auditeur;Dès la fin de l'interview de l'invité, Christelle Rebière et Vincent Parizot ouvrent le débat avec un premier auditeur qui réagit à chaud aux propos tenus.;Radio;RTL;2016-05-31 11:00:00 UTC;50;2;1;0;Reportages Actualité;débat,Vincent Parizot,RTL,Christelle Rebière,News & Politics,interview,auditeur;;http://www.rtl.fr/podcast/le-premier-auditeur.xml;http://is5.mzstatic.com/image/thumb/Music7/v4/ee/36/e3/ee36e37f-42a1-375e-82a6-5a6eb63e3357/source/100x100bb.jpg;http://is5.mzstatic.com/image/thumb/Music7/v4/ee/36/e3/ee36e37f-42a1-375e-82a6-5a6eb63e3357/source/600x600bb.jpg
105764;0;03f11f9f0de0bcdfc0ea022d187bce71fd30701c;FR (FR);Le répondeur de Bruno;"Retrouvez Le répondeur de Bruno dans l'émission ""Bruno dans la radio"" sur Fun Radio";Radio;RTL;2017-01-25 07:24:00 UTC;28;1;7;0;Fun;Comedy,bruno,bruno dans la radio;;http://www.funradio.fr/podcast/le-repondeur-de-bruno.xml;http://is4.mzstatic.com/image/thumb/Music71/v4/65/bd/94/65bd94ab-118a-d94b-6f30-092d42804c44/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music71/v4/65/bd/94/65bd94ab-118a-d94b-6f30-092d42804c44/source/600x600bb.jpg
63455;0;8e05f6dffe8d5f7e294da8b9857d848a56de3695;FR (FR);Le Saviez-vous;Cyprien Cini vous apporte une explication, une histoire ou une anecdote sur l'actualité du jour pour permettre d'éclairer les auditeurs et de les faire avancer dans leur réflexion...;Radio;RTL;2016-07-06 05:00:00 UTC;50;1;5;0;Reportages Actualité;Society & Culture;;http://www.rtl.fr/podcast/le-saviez-vous.xml;http://is1.mzstatic.com/image/thumb/Music6/v4/d2/76/ca/d276ca3c-3d03-12b8-ba9e-312d0e07b2eb/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music6/v4/d2/76/ca/d276ca3c-3d03-12b8-ba9e-312d0e07b2eb/source/600x600bb.jpg
365797;0;7e148bb93ce6a1213d3fd79c307b9b738dc5be79;FR (FR);Radio do Brazil;Christian Ollivier vous dit tout sur les dernières actualités des JO avec témoignages, anecdotes et informations exclusives sur les coulisses des Jeux Olympiques de Rio 2016.;Radio;RTL;2016-08-17 05:25:00 UTC;10;1;0;0;Sport;Information,Sport,Sports & Recreation,nouveauté;;http://www.rtl.fr/podcast/radio-do-brazil.xml;http://is4.mzstatic.com/image/thumb/Music42/v4/96/31/37/9631374c-4a28-9368-b179-87c5cdbda5c5/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music42/v4/96/31/37/9631374c-4a28-9368-b179-87c5cdbda5c5/source/600x600bb.jpg
209185;0;089aa7eb76b8431b81165b63b3ef3bdb80930f2e;FR (FR);La Roue des Défis;"Retrouvez ""La Roue des Défis"" dans l'émission ""Bruno dans la radio"" sur FunRadio.";Radio;RTL;2016-03-18 07:38:00 UTC;20;0;1;0;Fun;Comedy,bruno,bruno dans la radio;;http://www.funradio.fr/podcast/la-roue-des-defis.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/21/46/95/214695a6-b811-4c53-006c-51ece0f79893/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/21/46/95/214695a6-b811-4c53-006c-51ece0f79893/source/600x600bb.jpg
83360;0;837853cbce1747090ff2b3acb9f28f050bc577f1;FR (FR);Y'a pas d'âge pour l'actu;Après l'actualité sort de la bouche des enfants qui a fait les beaux jours de RTL Soir, Lauriane Dervault confronte cette saison l'avis des plus petits à celui des plus anciens...;Radio;RTL;2016-07-01 17:00:00 UTC;10;0;1;0;Reportages Actualité;Information,politique,économie,actualité,News & Politics,Lauriane Dervault,faits divers,enfant;;http://www.rtl.fr/podcast/y-a-pas-dage-pour-l-actu.xml;http://is3.mzstatic.com/image/thumb/Music4/v4/84/78/92/84789295-a606-a23a-1891-6bc039f04cf2/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music4/v4/84/78/92/84789295-a606-a23a-1891-6bc039f04cf2/source/600x600bb.jpg
105762;0;c2f8e5cc5029bd475406f836ed474f634c4ac7a5;FR (FR);Guillon prend le soleil;Pendant tout l'été avec la complicité de Jean-Sébastien Petitdemange, Bruno Guillon nous invite à sillonner les routes de France sur RTL. Il conduit les auditeurs à la découverte des charmes que recèle notre pays.;Radio;RTL;;30;0;0;0;Reportages Culturels;RTL,Comedy,Jean-Sébastien Petitdemange,soleil,Bruno Guillon;;http://www.rtl.fr/podcast/guillon-prend-le-soleil.xml;http://is4.mzstatic.com/image/thumb/Music7/v4/08/f1/1b/08f11b40-d297-ebd7-3daa-df236bd9839f/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music7/v4/08/f1/1b/08f11b40-d297-ebd7-3daa-df236bd9839f/source/600x600bb.jpg
63466;0;3273294de4af556c5561ca82b81d9fe054c5c0d5;FR (FR);Rendez-moi mon portable !;Carole Gaessler rejoint l'équipe de la première radio de France pour prendre les commandes de « Rendez-moi mon portable » tous les samedis et dimanches de juillet et août.Originale et unique en son genre, cette émission vous permet de découvrir une personnalité à travers ce qu’elle “cache” dans son portable.L’invité doit ainsi confier, en début d’émission, son téléphone à Carole Gaessler  qui le passe au crible pendant une heure ! Ce n’est donc pas la personnalité qui nous parle de son portable, mais bien son portable qui nous parle d’elle !Quelle relation entretient-t-elle avec son portable ? Quelles sont les personnes qu’elle appelle le plus souvent ? Quels sont les contacts les plus improbables présents dans son répertoire ? Quels SMS garde-t-elle jalousement ? Qui sont les personnes à qui elle refuse de répondre ? Quelle musique écoute-t-elle ? Découvrez l'invité à travers son téléphone portable !;Radio;RTL;;74;0;0;0;Portraits;Divertissement,Society & Culture;;http://www.rtl.fr/podcast/rendez-moi-mon-portable.xml;http://is3.mzstatic.com/image/thumb/Music4/v4/42/22/f3/4222f306-fa15-922c-50b0-36834d10cc31/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music4/v4/42/22/f3/4222f306-fa15-922c-50b0-36834d10cc31/source/600x600bb.jpg
151346;0;52a5d359453d64be7075fc9aa255d712fe7933a3;FR (FR);L'enfant du pays;Laurent Marsick interroge une personnalité qui se souvient d'un lieu cher à son enfance où il avait l'habitude de passer ses vacances.;Radio;RTL;;30;0;0;0;Portraits;Divertissement,Society & Culture;;http://www.rtl.fr/podcast/l-enfant-du-pays.xml;http://is2.mzstatic.com/image/thumb/Music1/v4/9c/84/4e/9c844e15-10f8-f93b-7571-741ac932fa18/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music1/v4/9c/84/4e/9c844e15-10f8-f93b-7571-741ac932fa18/source/600x600bb.jpg
203386;0;e95d9684df4f387d198c4f3acade3196740c794b;FR (FR);Conso Malin;Les conseils de l'été. Toutes les arnaques à éviter pendant l'été, tous les bons plans pour passer des vacances sereines.;;RTL;;10;0;0;0;Reportages Culturels;arnaque,bons plans,été,Society & Culture,vacances,consommation;;http://www.rtl.fr/podcast/conso-malin.xml;http://is4.mzstatic.com/image/thumb/Music1/v4/f3/d7/f9/f3d7f9e9-d2e5-b8dc-878e-93791dfcfcc8/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music1/v4/f3/d7/f9/f3d7f9e9-d2e5-b8dc-878e-93791dfcfcc8/source/600x600bb.jpg
365798;0;948eb43d17ed50199136a9db7b9467f436c11a7c;FR (FR);Les JO de Marie-Jo;Découvrez la chronique de Marie-José Perec pendant les JO de Rio 2016. Elle commente l'actualité olympique et pose son regard en tant qu’athlète tricolore la plus titrée de l'histoire des Jeux.;;RTL;2016-08-21 22:00:00 UTC;10;0;0;0;Sport;Information,Sport,Sports & Recreation,nouveauté;;http://www.rtl.fr/podcast/les-jo-de-marie-jo-2.xml;http://is2.mzstatic.com/image/thumb/Music19/v4/e4/70/8d/e4708d14-bee5-311d-b691-1d6b35d77555/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music19/v4/e4/70/8d/e4708d14-bee5-311d-b691-1d6b35d77555/source/600x600bb.jpg
252891;0;ac3b8aa1a512c3291f194f87d1939607e811d8b3;FR (FR);Le Grand Témoin en vidéo;De 19h15 à 20h, ils reçoivent une personnalité ayant du recul sur l'actualité afin d'évoquer l'état de la société française et revenir sur les grands débats qui l'agitent.;Radio;RTL;;4;0;0;0;Reportages Actualité;Information,politique,économie,News & Politics,Marc-Olivier Fogiel,Alain Duhamel,société,actualités;;http://www.rtl.fr/podcast/le-grand-temoin-en-video.xml;http://is3.mzstatic.com/image/thumb/Music3/v4/83/cf/97/83cf974d-cec2-ce78-9d21-144f63cc3e64/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music3/v4/83/cf/97/83cf974d-cec2-ce78-9d21-144f63cc3e64/source/600x600bb.jpg
252887;0;f59b3d7eaed8e2e5025b5b5b85836123ce587822;FR (FR);Les Coulisses de l'été;A la découverte de l'envers du décor des sites et lieux très fréquentés de l'été.;;RTL;;39;0;0;0;Reportages Culturels;Information,Society & Culture;;http://www.rtl.fr/podcast/les-coulisses-de-l-ete.xml;http://is4.mzstatic.com/image/thumb/Music1/v4/72/be/1e/72be1eb7-b0bf-9ec3-a87e-37b87a1c8c2c/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music1/v4/72/be/1e/72be1eb7-b0bf-9ec3-a87e-37b87a1c8c2c/source/600x600bb.jpg
328162;0;bfac9b7843e00f8980f3959eebd384a03642914c;FR (FR);Bleu en Herbe;Dans les coulisses des débuts des Bleus : les premiers pas des hommes de Deschamps avec un ballon dans leur région d'origine. Là où tout a commencé, tout s'est décidé. Philippe Sanfourche et Jérome Millagou vous donne rendez-vous à 18h25 dans RTL Soir, du 23 mai au 5 juin.;;RTL;2016-05-23 16:25:00 UTC;1;0;0;0;Sport;football,RTL,Sport,Sports & Recreation;;http://www.rtl.fr/podcast/bleu-en-herbe.xml;http://is1.mzstatic.com/image/thumb/Music18/v4/90/2c/22/902c224c-e999-9948-bd53-cb9a65a2e52e/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music18/v4/90/2c/22/902c224c-e999-9948-bd53-cb9a65a2e52e/source/600x600bb.jpg